FIPS State-County Code,Period,Year,Beneficiaries (percent of adult population)
5043,1,2005,8.052661963
5045,1,2005,4.2151792
5047,1,2005,8.070854368
5049,1,2005,12.01485596
5051,1,2005,6.824428089
5053,1,2005,5.880016115
5055,1,2005,7.519110098
5057,1,2005,5.338619714
5059,1,2005,7.165483936
5061,1,2005,6.007131203
5063,1,2005,8.422885274
5065,1,2005,10.94691133
5067,1,2005,8.478088211
5069,1,2005,5.934999099
5071,1,2005,7.322551114
5073,1,2005,6.90533672
5075,1,2005,8.031489286
5077,1,2005,5.894595177
5079,1,2005,5.20192839
5081,1,2005,6.851320266
5083,1,2005,7.99088652
5085,1,2005,5.278160112
5087,1,2005,10.14273596
5089,1,2005,11.74857417
5091,1,2005,6.078755887
5093,1,2005,7.593063833
5095,1,2005,5.530068795
5097,1,2005,6.375135721
5099,1,2005,6.797394151
5101,1,2005,10.96599194
5103,1,2005,8.549783928
5105,1,2005,7.983595993
5107,1,2005,6.246856341
5109,1,2005,6.290037605
5111,1,2005,9.637554444
5113,1,2005,6.583996192
5115,1,2005,7.257917571
5117,1,2005,6.720291954
5119,1,2005,4.985656169
5121,1,2005,8.991890426
5125,1,2005,5.257895939
5127,1,2005,9.604002054
5129,1,2005,10.73219379
5131,1,2005,6.138263262
5133,1,2005,4.601377652
5135,1,2005,9.875728049
5123,1,2005,6.752735605
5137,1,2005,10.59740228
5139,1,2005,8.130576926
5141,1,2005,7.949892106
5143,1,2005,4.06683564
5145,1,2005,6.154958116
5147,1,2005,7.521579977
5149,1,2005,8.071734426
6001,1,2005,2.024087958
6003,1,2005,1.979594342
6005,1,2005,4.339123995
6007,1,2005,5.235087931
6009,1,2005,5.289245351
6011,1,2005,3.687257093
6013,1,2005,2.253443928
6015,1,2005,7.710182169
6017,1,2005,3.282810645
6019,1,2005,2.817677836
6021,1,2005,4.428714134
6023,1,2005,5.713241564
6025,1,2005,3.725430904
6027,1,2005,4.17687999
6029,1,2005,3.981326378
6031,1,2005,3.102304569
6033,1,2005,7.809450388
6035,1,2005,5.536562553
6037,1,2005,1.870223215
6039,1,2005,3.324914284
6041,1,2005,2.100686955
6043,1,2005,4.980963688
6045,1,2005,5.23383438
6047,1,2005,3.178078697
6049,1,2005,8.259323961
6051,1,2005,1.17871783
6053,1,2005,2.067249466
6055,1,2005,3.668283268
6057,1,2005,3.77311677
6059,1,2005,1.33367476
6061,1,2005,2.789523571
6063,1,2005,5.239844031
6065,1,2005,2.690990943
6067,1,2005,3.42876715
6069,1,2005,2.621833558
6071,1,2005,2.753287434
6073,1,2005,1.921330081
6075,1,2005,2.270436884
6077,1,2005,3.418781399
6079,1,2005,2.611792386
6081,1,2005,1.576404199
6083,1,2005,2.112174157
6085,1,2005,1.768951079
6087,1,2005,2.248331437
6089,1,2005,6.400348016
6091,1,2005,6.272614174
6093,1,2005,6.838953189
6095,1,2005,2.170438707
6097,1,2005,3.072402748
6099,1,2005,3.928056644
6101,1,2005,4.1257338
6103,1,2005,7.523259344
6105,1,2005,8.874212397
6107,1,2005,3.371406476
6109,1,2005,5.267109228
6111,1,2005,1.8645506
6113,1,2005,2.497313561
6115,1,2005,5.216277648
8001,1,2005,2.283045763
8003,1,2005,4.072533738
8005,1,2005,2.224360056
8007,1,2005,3.389810642
8009,1,2005,3.715727741
8011,1,2005,4.456544137
8013,1,2005,1.528374287
8015,1,2005,3.792620575
8017,1,2005,2.319250919
8019,1,2005,1.50741455
8021,1,2005,4.627025467
8023,1,2005,10.60932641
8025,1,2005,4.062335729
8027,1,2005,4.953986384
8029,1,2005,3.643053568
8031,1,2005,2.893086052
8033,1,2005,4.850301507
8035,1,2005,0.910597703
8037,1,2005,0.545640405
8039,1,2005,1.952573703
8041,1,2005,2.55871817
8043,1,2005,4.925901154
8045,1,2005,1.739551653
8047,1,2005,1.476769122
8049,1,2005,1.268777784
8051,1,2005,1.221551049
8053,1,2005,2.398682068
8055,1,2005,7.527871833
8057,1,2005,2.682912477
8059,1,2005,2.120822581
8061,1,2005,2.126457221
8063,1,2005,3.013750819
8065,1,2005,1.858987791
8067,1,2005,2.08710419
8069,1,2005,2.145166706
8071,1,2005,5.750672585
8073,1,2005,3.399533584
8075,1,2005,4.036946131
8077,1,2005,3.778767814
8079,1,2005,2.277885302
8081,1,2005,2.621536099
8083,1,2005,3.629471259
8085,1,2005,3.479125648
8087,1,2005,3.300323456
8089,1,2005,5.43625782
8091,1,2005,1.350073707
8093,1,2005,3.524531901
8095,1,2005,2.88696982
8097,1,2005,1.103907108
8099,1,2005,2.917288014
8101,1,2005,5.638062994
8103,1,2005,2.709976458
8105,1,2005,4.483207697
8107,1,2005,1.182161764
8109,1,2005,4.627652234
8111,1,2005,4.010826022
8113,1,2005,0.904693155
8115,1,2005,3.766247119
8117,1,2005,0.616734312
8119,1,2005,4.009752867
8121,1,2005,2.450612285
8123,1,2005,2.295576982
8125,1,2005,2.365654814
9001,1,2005,2.142968611
9003,1,2005,3.409393199
9005,1,2005,3.106841769
9007,1,2005,2.918885187
9009,1,2005,3.450803195
9011,1,2005,3.301445686
9013,1,2005,2.507812146
9015,1,2005,4.106817997
10001,1,2005,4.419597759
10003,1,2005,3.536813832
10005,1,2005,5.004757374
11001,1,2005,0.096152979
12001,1,2005,2.881726583
12003,1,2005,6.452182251
12005,1,2005,3.731192975
12007,1,2005,5.01354611
12009,1,2005,3.658896717
12011,1,2005,2.706707671
12013,1,2005,6.2046298
12015,1,2005,5.58719448
12017,1,2005,7.471761002
12019,1,2005,3.207419304
12021,1,2005,2.369883413
12023,1,2005,6.92806261
12029,1,2005,9.160473423
12031,1,2005,3.584321082
12033,1,2005,3.897307315
12035,1,2005,7.121822959
12037,1,2005,3.341268146
12039,1,2005,5.743994992
12041,1,2005,6.209938561
12043,1,2005,2.721716004
12045,1,2005,6.186666738
12047,1,2005,6.418355074
12049,1,2005,4.10701714
12051,1,2005,3.850205485
12053,1,2005,7.154469601
12055,1,2005,5.641966354
12057,1,2005,3.50484329
12059,1,2005,6.501892693
12061,1,2005,4.177590998
12063,1,2005,6.445849936
12065,1,2005,5.727013841
12067,1,2005,3.396467257
12069,1,2005,4.752684387
12071,1,2005,3.597881879
12073,1,2005,1.846827776
12075,1,2005,6.947469206
12077,1,2005,5.996110311
12079,1,2005,6.466890922
12081,1,2005,3.842272763
12083,1,2005,6.264320635
12085,1,2005,3.597783555
12086,1,2005,2.343791861
12087,1,2005,0.00997658
12089,1,2005,2.823850959
12091,1,2005,1.400903106
12093,1,2005,2.812245284
12095,1,2005,3.183667301
12097,1,2005,4.249881752
12099,1,2005,2.852255683
12101,1,2005,5.889221398
12103,1,2005,4.415714312
12105,1,2005,5.394038833
12107,1,2005,6.879551094
12113,1,2005,3.801198418
12115,1,2005,3.809592174
12117,1,2005,2.811471881
12109,1,2005,3.025908739
12111,1,2005,4.809425609
12119,1,2005,7.425806764
12121,1,2005,7.152203701
12123,1,2005,5.889512005
12125,1,2005,4.388295574
12127,1,2005,5.132158906
12129,1,2005,7.515742662
12131,1,2005,5.45357476
12133,1,2005,6.268451609
13001,1,2005,6.296418134
13003,1,2005,6.388505603
13005,1,2005,10.80418102
13007,1,2005,3.754839381
13009,1,2005,5.371770713
13011,1,2005,3.832532269
13013,1,2005,3.826804808
13015,1,2005,4.204190565
13017,1,2005,6.157577421
13019,1,2005,6.392703509
13021,1,2005,6.624798958
13023,1,2005,7.908912729
13025,1,2005,5.537749715
13027,1,2005,5.637237521
13029,1,2005,4.56368392
13031,1,2005,2.987960217
13033,1,2005,4.889031415
13035,1,2005,6.241537207
13037,1,2005,4.270963355
13039,1,2005,4.25579204
13043,1,2005,6.673099645
13045,1,2005,3.852666778
13047,1,2005,3.808356122
13049,1,2005,6.385962851
13051,1,2005,3.568826875
13053,1,2005,1.686999046
13055,1,2005,6.594733198
13057,1,2005,2.172623275
13059,1,2005,2.462318785
13061,1,2005,4.82550828
13063,1,2005,2.49468724
13065,1,2005,8.058535016
13067,1,2005,1.864348648
13069,1,2005,5.834991261
13071,1,2005,5.413310863
13073,1,2005,2.94872426
13075,1,2005,5.205701528
13077,1,2005,3.051909089
13079,1,2005,3.291108252
13081,1,2005,6.425370555
13083,1,2005,4.816641071
13085,1,2005,3.318096539
13087,1,2005,4.840279403
13089,1,2005,2.392365964
13091,1,2005,7.658680671
13093,1,2005,6.131815707
13095,1,2005,5.039359109
13097,1,2005,2.997747819
13099,1,2005,7.065116101
13101,1,2005,12.03560461
13103,1,2005,4.110105232
13105,1,2005,7.269930951
13107,1,2005,6.766494354
13109,1,2005,5.412953794
13111,1,2005,7.188449082
13113,1,2005,1.69134442
13115,1,2005,5.564171087
13117,1,2005,1.270319354
13119,1,2005,4.777041447
13121,1,2005,2.201416787
13123,1,2005,5.49443067
13125,1,2005,7.146083089
13127,1,2005,4.26281555
13129,1,2005,4.443056033
13131,1,2005,5.677652721
13133,1,2005,6.056080984
13135,1,2005,1.383620194
13137,1,2005,4.514513889
13139,1,2005,2.836491797
13141,1,2005,5.746061999
13143,1,2005,5.717305112
13145,1,2005,3.927558539
13147,1,2005,4.569600541
13149,1,2005,4.225577579
13151,1,2005,3.347845132
13153,1,2005,3.267754804
13155,1,2005,4.289368939
13157,1,2005,5.201311836
13159,1,2005,5.618132691
13161,1,2005,7.278080864
13163,1,2005,6.586854377
13165,1,2005,6.970063866
13167,1,2005,6.758658865
13169,1,2005,3.104877105
13171,1,2005,5.790996522
13173,1,2005,6.417764646
13175,1,2005,6.251701006
13177,1,2005,2.807879866
13179,1,2005,2.164941843
13181,1,2005,5.415426898
13183,1,2005,2.963166607
13185,1,2005,3.458980805
13187,1,2005,3.762101977
13193,1,2005,6.606884754
13195,1,2005,5.72499943
13197,1,2005,4.42527289
13189,1,2005,4.738677496
13191,1,2005,7.629515583
13199,1,2005,4.662904573
13201,1,2005,4.800010634
13205,1,2005,6.429189308
13207,1,2005,4.795328552
13209,1,2005,5.158080905
13211,1,2005,4.669511477
13213,1,2005,6.354747178
13215,1,2005,4.227688516
13217,1,2005,4.270719624
13219,1,2005,2.738541067
13221,1,2005,6.842353445
13223,1,2005,3.201502615
13225,1,2005,6.384650104
13227,1,2005,2.955619368
13229,1,2005,8.289416875
13231,1,2005,4.673335204
13233,1,2005,6.762105244
13235,1,2005,8.484731291
13237,1,2005,4.465221184
13239,1,2005,9.696882383
13241,1,2005,4.780700244
13243,1,2005,5.658557338
13245,1,2005,5.07720562
13247,1,2005,2.646492275
13249,1,2005,4.691404823
13251,1,2005,5.237509331
13253,1,2005,6.372576616
13255,1,2005,4.638241889
13257,1,2005,6.00979313
13259,1,2005,3.254769925
13261,1,2005,4.957322495
13263,1,2005,9.470388394
13265,1,2005,6.49177965
13267,1,2005,5.270797516
13269,1,2005,7.59435095
13271,1,2005,7.570257542
13273,1,2005,5.905199599
13275,1,2005,5.569536358
13277,1,2005,4.718843234
13279,1,2005,9.210226993
13281,1,2005,5.599112693
13283,1,2005,7.091961464
13285,1,2005,4.571054949
13287,1,2005,5.297202565
13289,1,2005,4.280735528
13291,1,2005,5.762194033
13293,1,2005,5.65694996
13295,1,2005,6.061456063
13297,1,2005,3.852275433
13299,1,2005,7.93072827
13301,1,2005,5.883891295
13303,1,2005,5.174407278
13305,1,2005,5.999739683
13307,1,2005,11.67162036
13309,1,2005,12.20122295
13311,1,2005,5.034823376
13313,1,2005,3.6399363
13315,1,2005,6.70908924
13317,1,2005,6.679661032
13319,1,2005,9.692857688
13321,1,2005,4.915327383
16001,1,2005,2.502373929
16003,1,2005,5.515624108
16005,1,2005,3.683323653
16007,1,2005,3.179502092
16009,1,2005,5.837072887
16011,1,2005,3.325157229
16013,1,2005,1.064587028
16015,1,2005,4.312285243
16017,1,2005,5.297276239
16019,1,2005,3.640307547
16021,1,2005,4.781401666
16023,1,2005,3.281291144
16025,1,2005,2.267628544
16027,1,2005,3.225056363
16029,1,2005,3.112698535
16031,1,2005,2.797206162
16033,1,2005,0.775403458
16035,1,2005,6.788303256
16037,1,2005,4.929329661
16039,1,2005,2.513147847
16041,1,2005,2.145419169
16043,1,2005,2.883538249
16045,1,2005,4.420569237
16047,1,2005,2.063136112
16049,1,2005,5.048165305
16051,1,2005,2.896625854
16053,1,2005,2.735073885
16055,1,2005,4.044311137
16057,1,2005,2.819807436
16059,1,2005,5.178587341
16061,1,2005,12.58395125
16063,1,2005,2.222093835
16065,1,2005,1.413979115
16067,1,2005,3.154808018
16069,1,2005,5.739123457
16071,1,2005,3.61189579
16073,1,2005,3.684731733
16075,1,2005,3.854170488
16077,1,2005,2.704038306
16079,1,2005,6.95676229
16081,1,2005,2.245930796
16083,1,2005,3.273159263
16085,1,2005,4.328694643
16087,1,2005,4.979029637
17001,1,2005,3.938215139
17003,1,2005,7.711152343
17005,1,2005,3.958027533
17007,1,2005,2.513796257
17009,1,2005,2.96605798
17011,1,2005,3.410649849
17013,1,2005,4.826414668
17015,1,2005,4.034725755
17017,1,2005,3.52208883
17019,1,2005,2.112040333
17021,1,2005,4.429782999
17023,1,2005,4.041788944
17025,1,2005,4.663184589
17027,1,2005,2.103473397
17029,1,2005,3.428747089
17031,1,2005,2.697763293
17033,1,2005,4.315544228
17035,1,2005,4.427504861
17037,1,2005,2.237467464
17039,1,2005,4.253938391
17041,1,2005,3.00942905
17043,1,2005,1.755170102
17045,1,2005,4.371130847
17047,1,2005,5.1075577
17049,1,2005,3.734380211
17051,1,2005,5.622627067
17053,1,2005,3.133025872
17055,1,2005,6.588285632
17057,1,2005,3.635208335
17059,1,2005,6.233098034
17061,1,2005,5.159467681
17063,1,2005,2.393928036
17065,1,2005,4.447880373
17067,1,2005,3.721145144
17069,1,2005,5.516403883
17071,1,2005,3.255590696
17073,1,2005,3.228005997
17075,1,2005,4.613494791
17077,1,2005,3.305637047
17079,1,2005,3.606953347
17081,1,2005,4.666401509
17083,1,2005,3.506130374
17085,1,2005,3.018255822
17087,1,2005,4.25329434
17089,1,2005,1.695774281
17091,1,2005,4.717992709
17093,1,2005,2.147197176
17095,1,2005,4.195861073
17097,1,2005,1.920395216
17099,1,2005,3.628947605
17101,1,2005,4.668413312
17103,1,2005,3.477293562
17105,1,2005,3.553391559
17107,1,2005,3.574223496
17115,1,2005,4.728532923
17117,1,2005,4.678189211
17119,1,2005,4.140753915
17121,1,2005,5.793106124
17123,1,2005,2.862728278
17125,1,2005,3.800309815
17127,1,2005,6.503424215
17109,1,2005,2.789363007
17111,1,2005,1.995116396
17113,1,2005,2.446730423
17129,1,2005,3.064275347
17131,1,2005,3.540932758
17133,1,2005,2.480893469
17135,1,2005,4.261959135
17137,1,2005,4.183019268
17139,1,2005,3.073202157
17141,1,2005,3.078606018
17143,1,2005,3.796542653
17145,1,2005,3.54658878
17147,1,2005,2.630486326
17149,1,2005,4.640360033
17151,1,2005,6.412394936
17153,1,2005,5.591051971
17155,1,2005,3.027420035
17157,1,2005,4.629146078
17159,1,2005,4.72986784
17161,1,2005,4.591491367
17165,1,2005,6.352124011
17167,1,2005,3.878110445
17169,1,2005,3.490995675
17171,1,2005,2.903607919
17173,1,2005,3.798395546
17175,1,2005,2.771441109
17163,1,2005,3.917326803
17177,1,2005,4.022227242
17179,1,2005,3.056962025
17181,1,2005,5.140472443
17183,1,2005,5.529323935
17185,1,2005,3.881274495
17187,1,2005,3.758488976
17189,1,2005,3.200421981
17191,1,2005,4.00807906
17193,1,2005,5.167502208
17195,1,2005,4.492171019
17197,1,2005,1.994273162
17199,1,2005,4.762712558
17201,1,2005,4.115963699
17203,1,2005,1.796600708
18001,1,2005,2.458258371
18003,1,2005,3.271982641
18005,1,2005,3.990163268
18007,1,2005,3.680433192
18009,1,2005,5.21784126
18011,1,2005,1.813278627
18013,1,2005,3.061849583
18015,1,2005,3.354900732
18017,1,2005,4.435417099
18019,1,2005,5.741694026
18021,1,2005,4.638709288
18023,1,2005,3.258457822
18025,1,2005,6.953579339
18027,1,2005,4.007508749
18029,1,2005,4.034558766
18031,1,2005,3.914613277
18033,1,2005,3.7373637
18035,1,2005,4.397313641
18037,1,2005,2.892861067
18039,1,2005,2.845035799
18041,1,2005,5.36178851
18043,1,2005,4.198370398
18045,1,2005,4.804186311
18047,1,2005,3.263837771
18049,1,2005,4.139269397
18051,1,2005,3.799396224
18053,1,2005,6.017300245
18055,1,2005,5.317389107
18057,1,2005,1.364716452
18059,1,2005,2.433427779
18061,1,2005,4.677862264
18063,1,2005,2.43076805
18065,1,2005,4.43112766
18067,1,2005,4.519163545
18069,1,2005,3.181183147
18071,1,2005,4.431649288
18073,1,2005,4.107805241
18075,1,2005,4.999316731
18077,1,2005,5.085237405
18079,1,2005,5.754450501
18081,1,2005,2.760855476
18083,1,2005,5.28858342
18085,1,2005,3.09120668
18087,1,2005,2.38287577
18089,1,2005,3.85970401
18091,1,2005,3.978350372
18093,1,2005,4.741459907
18095,1,2005,4.930570786
18097,1,2005,3.870775066
18099,1,2005,3.015280591
18101,1,2005,5.973220823
18103,1,2005,4.00058653
18105,1,2005,2.683793094
18107,1,2005,3.775439552
18109,1,2005,3.047759429
18111,1,2005,3.545318119
18113,1,2005,4.134459928
18115,1,2005,3.859947113
18117,1,2005,5.680453591
18119,1,2005,5.422186625
18121,1,2005,5.266379347
18123,1,2005,3.811349492
18125,1,2005,5.1179868
18127,1,2005,3.042914717
18129,1,2005,3.133819846
18131,1,2005,5.281255959
18133,1,2005,4.405391702
18135,1,2005,4.091453044
18137,1,2005,3.47765921
18139,1,2005,3.689265014
18143,1,2005,7.011718403
18145,1,2005,3.136430264
18147,1,2005,4.075757225
18149,1,2005,6.799589552
18151,1,2005,3.982163634
18141,1,2005,3.429815388
18153,1,2005,5.654659274
18155,1,2005,5.04496647
18157,1,2005,2.77265638
18159,1,2005,3.686203903
18161,1,2005,4.359668346
18163,1,2005,5.11744036
18165,1,2005,5.331573625
18167,1,2005,4.956600392
18169,1,2005,4.711592672
18171,1,2005,3.113964074
18173,1,2005,3.251817534
18175,1,2005,5.196088044
18177,1,2005,5.311452728
18179,1,2005,3.024489092
18181,1,2005,4.451208735
18183,1,2005,3.038401703
19001,1,2005,3.47891907
19003,1,2005,4.892584254
19005,1,2005,2.793805588
19007,1,2005,5.532689292
19009,1,2005,3.618012671
19011,1,2005,3.223271198
19013,1,2005,4.031354983
19015,1,2005,2.955986078
19017,1,2005,2.38008277
19019,1,2005,2.713074264
19021,1,2005,2.398648142
19023,1,2005,3.125169513
19025,1,2005,3.588063537
19027,1,2005,3.505095775
19029,1,2005,4.674469007
19031,1,2005,2.605237447
19033,1,2005,4.0464316
19035,1,2005,4.08323565
19037,1,2005,3.195837366
19039,1,2005,3.047755446
19041,1,2005,3.623515748
19043,1,2005,3.475191282
19045,1,2005,4.210376522
19047,1,2005,4.207363135
19049,1,2005,1.993711089
19051,1,2005,3.259124195
19053,1,2005,3.882909241
19055,1,2005,2.845708761
19057,1,2005,4.600283146
19059,1,2005,3.619700895
19061,1,2005,3.086659401
19063,1,2005,3.488411623
19065,1,2005,3.415184332
19067,1,2005,4.677072224
19069,1,2005,2.707564255
19071,1,2005,4.452059643
19073,1,2005,3.942616049
19075,1,2005,2.140640347
19077,1,2005,3.097380418
19079,1,2005,3.441707784
19081,1,2005,4.064658438
19083,1,2005,3.468790262
19085,1,2005,4.381463705
19087,1,2005,3.641450633
19089,1,2005,3.010090701
19091,1,2005,3.305847623
19093,1,2005,3.031568058
19095,1,2005,2.410893935
19097,1,2005,3.44037554
19099,1,2005,3.241186639
19101,1,2005,4.118349006
19103,1,2005,1.966331333
19105,1,2005,3.269682634
19107,1,2005,3.847289252
19109,1,2005,3.070396139
19111,1,2005,4.656675027
19113,1,2005,2.928907074
19115,1,2005,2.822081319
19117,1,2005,3.759856464
19119,1,2005,2.155481608
19121,1,2005,3.056446245
19123,1,2005,3.512333559
19125,1,2005,3.688730648
19127,1,2005,4.150028765
19129,1,2005,3.676719803
19131,1,2005,2.503717981
19133,1,2005,4.458268576
19135,1,2005,4.841088125
19137,1,2005,4.771069904
19139,1,2005,1.098748737
19141,1,2005,3.068289791
19143,1,2005,3.121373198
19145,1,2005,4.568818538
19147,1,2005,3.360217833
19149,1,2005,4.092425322
19151,1,2005,3.640612757
19153,1,2005,2.93882541
19155,1,2005,4.594324716
19157,1,2005,3.559739489
19159,1,2005,4.472180324
19161,1,2005,3.132592105
19163,1,2005,3.335246729
19165,1,2005,3.383614705
19167,1,2005,2.020457682
19169,1,2005,1.752011806
19171,1,2005,3.130416094
19173,1,2005,2.182295377
19175,1,2005,5.2077354
19177,1,2005,4.860318654
19179,1,2005,5.311417038
19181,1,2005,2.965580571
19183,1,2005,3.198602571
19185,1,2005,4.386317247
19187,1,2005,5.025159591
19189,1,2005,1.723154674
19191,1,2005,2.164270313
19193,1,2005,3.648779835
19195,1,2005,2.99831195
19197,1,2005,3.494019765
20001,1,2005,4.943429003
20003,1,2005,3.757788615
20005,1,2005,3.930118513
20007,1,2005,4.462395394
20009,1,2005,3.607623453
20011,1,2005,5.164156588
20013,1,2005,4.279795073
20015,1,2005,3.133767542
20017,1,2005,3.818474105
20019,1,2005,6.355417845
20021,1,2005,6.295256678
20023,1,2005,2.923816226
20025,1,2005,2.555972698
20027,1,2005,3.478954106
20029,1,2005,3.747623964
20031,1,2005,3.169231874
20033,1,2005,3.120867637
20035,1,2005,4.351485761
20037,1,2005,4.616885554
20039,1,2005,4.26455645
20041,1,2005,2.468104009
20043,1,2005,3.338103585
20045,1,2005,1.927085289
20047,1,2005,2.797999827
20049,1,2005,5.946591117
20051,1,2005,2.691193957
20053,1,2005,3.753011222
20055,1,2005,2.153170819
20057,1,2005,2.204283251
20059,1,2005,4.034179919
20061,1,2005,2.989579522
20063,1,2005,2.714467515
20065,1,2005,5.966894788
20067,1,2005,1.985888935
20069,1,2005,2.068831196
20071,1,2005,3.412173498
20073,1,2005,5.492641003
20075,1,2005,2.287080186
20077,1,2005,3.489671043
20079,1,2005,3.20345871
20081,1,2005,2.228009105
20083,1,2005,2.092169612
20085,1,2005,3.75793924
20087,1,2005,3.351221611
20089,1,2005,4.38357196
20091,1,2005,1.685019789
20093,1,2005,2.118258767
20095,1,2005,2.831753586
20097,1,2005,3.746281481
20099,1,2005,5.077792278
20101,1,2005,2.833594645
20103,1,2005,3.14631851
20105,1,2005,3.910700713
20107,1,2005,5.500627129
20109,1,2005,3.037487332
20111,1,2005,2.966386481
20115,1,2005,2.906696933
20117,1,2005,3.187994529
20113,1,2005,2.901083754
20119,1,2005,2.449396874
20121,1,2005,3.771979908
20123,1,2005,2.649282997
20125,1,2005,5.839477097
20127,1,2005,5.167353399
20129,1,2005,2.745225504
20131,1,2005,2.413894063
20133,1,2005,4.651131735
20135,1,2005,3.031329855
20137,1,2005,3.419853343
20139,1,2005,4.746667488
20141,1,2005,3.325426716
20143,1,2005,4.114778599
20145,1,2005,3.153329864
20147,1,2005,4.163239447
20149,1,2005,2.902893747
20151,1,2005,3.273260398
20153,1,2005,3.431727834
20155,1,2005,3.970065083
20157,1,2005,2.997328152
20159,1,2005,3.57743384
20161,1,2005,1.763645351
20163,1,2005,3.906472791
20165,1,2005,4.941032727
20167,1,2005,4.394508983
20169,1,2005,3.720243364
20171,1,2005,2.386094008
20173,1,2005,3.430586028
20175,1,2005,2.24820475
20177,1,2005,4.623595559
20179,1,2005,2.960966175
20181,1,2005,3.695794602
20183,1,2005,3.67229725
20185,1,2005,3.296635553
20187,1,2005,1.812671035
20189,1,2005,2.236110956
20191,1,2005,3.211691954
20193,1,2005,3.280394478
20195,1,2005,6.969350969
20197,1,2005,3.600721556
20199,1,2005,1.587435973
20201,1,2005,3.507121926
20203,1,2005,2.412573506
20205,1,2005,5.3627893
20207,1,2005,5.851727467
20209,1,2005,4.45469151
21001,1,2005,7.270363644
21003,1,2005,7.231408552
21005,1,2005,4.510286929
21007,1,2005,5.760134913
21009,1,2005,7.068676433
21011,1,2005,7.946095787
21013,1,2005,10.55334743
21015,1,2005,3.252595475
21017,1,2005,4.671507095
21019,1,2005,8.082073511
21021,1,2005,6.359530533
21023,1,2005,5.921515055
21025,1,2005,11.34113317
21027,1,2005,5.494371526
21029,1,2005,4.225928248
21031,1,2005,6.948600315
21033,1,2005,7.370229534
21035,1,2005,5.128217747
21037,1,2005,5.133403757
21039,1,2005,8.458997119
21041,1,2005,5.025224784
21043,1,2005,8.084187126
21045,1,2005,7.350539415
21047,1,2005,5.018848008
21049,1,2005,6.125616208
21051,1,2005,9.073888766
21053,1,2005,9.985323212
21055,1,2005,8.942748315
21057,1,2005,7.392810102
21059,1,2005,6.114203889
21061,1,2005,5.6673798
21063,1,2005,5.900124533
21065,1,2005,7.302071539
21067,1,2005,3.369319171
21069,1,2005,6.553173623
21071,1,2005,11.68979423
21073,1,2005,4.824821709
21075,1,2005,9.235483296
21077,1,2005,4.431922131
21079,1,2005,6.785491033
